annee_numero_de_tirage,jour_de_tirage,date_de_tirage,date_de_forclusion,boule_1,boule_2,boule_3,boule_4,boule_5,boules,numero_chance,combinaison_gagnante_en_ordre_croissant,nombre_de_gagnant_au_rang1,rapport_du_rang1,nombre_de_gagnant_au_rang2,rapport_du_rang2,nombre_de_gagnant_au_rang3,rapport_du_rang3,nombre_de_gagnant_au_rang4,rapport_du_rang4,nombre_de_gagnant_au_rang5,rapport_du_rang5,nombre_de_gagnant_au_rang6,rapport_du_rang6,numero_jokerplus,devise
2014103,MERCREDI,2014-08-27,2014-10-27,4,44,32,22,14,"4,44,32,22,14",2,4-14-22-32-44+2,0,0,3,70220,475,954.4,19970,9.8,266423,5.2,325353,2,8 579 279,eur
2014077,SAMEDI,2014-06-28,2014-08-28,40,24,22,13,43,"40,24,22,13,43",3,13-22-24-40-43+3,0,0,1,300210.2,497,1300,26591,10.5,393218,5,553593,2,9 958 101,eur
2014108,LUNDI,2014-09-08,2014-11-08,1,40,17,43,42,"1,40,17,43,42",10,1-17-40-42-43+10,1,2000000,1,165246.4,191,1861.9,10678,14.4,176742,6.2,222124,2,9 148 533,eur
2014125,SAMEDI,2014-10-18,2014-12-18,1,43,24,15,27,"1,43,24,15,27",7,1-15-24-27-43+7,1,4000000,2,149917.8,577,1118.3,27786,10,399872,4.9,886114,2,8 859 204,eur
2014091,MERCREDI,2014-07-30,2014-09-29,25,7,13,9,8,"25,7,13,9,8",9,7-8-9-13-25+9,0,0,5,43785.4,1245,378.4,40381,5,414644,3.5,374245,2,0 664 098,eur
2014099,LUNDI,2014-08-18,2014-10-18,24,45,19,1,46,"24,45,19,1,46",3,1-19-24-45-46+3,0,0,1,162184.4,265,1317.1,13552,11.1,203798,5.3,305488,2,2 922 494,eur
2014114,LUNDI,2014-09-22,2014-11-22,44,31,26,1,13,"44,31,26,1,13",6,1-13-26-31-44+6,0,0,0,0,445,1250,18332,8.9,243300,4.8,331300,2,8 545 291,eur
2016007,SAMEDI,2016-01-16,2016-03-17,17,45,26,27,13,"17,45,26,27,13",6,13-17-26-27-45+6,0,0,3,113287.8,844,866.6,36993,8.5,501351,4.5,656315,2,4 599 019,eur
2016005,LUNDI,2016-01-11,2016-03-12,41,29,19,43,14,"41,29,19,43,14",9,14-19-29-41-43+9,0,0,1,193280.3,353,1178.3,16123,11.1,236807,5.4,341013,2,8 158 779,eur
2015127,SAMEDI,2015-10-24,2015-12-24,7,12,39,29,11,"7,12,39,29,11",2,7-11-12-29-39+2,1,7000000,1,306295.9,863,763.8,39231,7.2,492350,4.1,470076,2,1 113 435,eur
2014036,LUNDI,2014-03-24,2014-05-24,18,41,39,21,37,"18,41,39,21,37",9,18-21-37-39-41+9,3,2333334,5,35177.5,293,1291.9,12305,13.3,187068,6.2,301663,2,3 060 129,eur
2014056,SAMEDI,2014-05-10,2014-07-10,37,6,15,21,17,"37,6,15,21,17",4,6-15-17-21-37+4,0,0,2,179236.3,746,1034.1,34493,9.6,484635,4.9,638652,2,5 028 701,eur
2014068,SAMEDI,2014-06-07,2014-08-07,5,37,45,38,21,"5,37,45,38,21",2,5-21-37-38-45+2,0,0,1,318967.2,517,1327.8,23416,12.7,363055,5.8,500070,2,8 823 169,eur
2014011,SAMEDI,2014-01-25,2014-03-27,18,37,17,14,30,"18,37,17,14,30",5,14-17-18-30-37+5,0,0,0,0,570,1859.2,27819,11.2,424615,5.2,718063,2,9 642 461,eur
2014055,MERCREDI,2014-05-07,2014-07-07,6,46,47,11,1,"6,46,47,11,1",5,1-6-11-46-47+5,0,0,5,55886.6,615,977.8,27269,9.5,383366,4.8,599645,2,6 059 373,eur
2014069,LUNDI,2014-06-09,2014-08-09,47,34,45,35,10,"47,34,45,35,10",9,10-34-35-45-47+9,0,0,1,151697.5,163,2002.9,8854,15.9,149758,6.7,272032,2,9 537 080,eur
2014075,LUNDI,2014-06-23,2014-08-23,40,38,32,4,31,"40,38,32,4,31",4,4-31-32-38-40+4,0,0,2,80693.9,177,1962.3,9725,15.4,162824,6.6,288367,2,9 621 462,eur
2014026,SAMEDI,2014-03-01,2014-05-01,17,20,15,5,4,"17,20,15,5,4",5,4-5-15-17-20+5,0,0,6,52924.8,1069,639.3,38927,7.6,485934,4.3,688506,2,9 065 096,eur
2014071,SAMEDI,2014-06-14,2014-08-14,7,24,18,34,5,"7,24,18,34,5",5,5-7-18-24-34+5,0,0,3,106601.9,842,817.4,35989,8.2,486365,4.3,690729,2,2 820 974,eur
2014050,SAMEDI,2014-04-26,2014-06-26,2,38,43,14,3,"2,38,43,14,3",4,2-3-14-38-43+4,0,0,0,0,464,2249,23272,13.2,386424,5.7,592168,2,8 555 517,eur
2013142,MERCREDI,2013-11-27,2014-01-27,16,12,45,34,11,"16,12,45,34,11",9,11-12-16-34-45+9,0,0,1,231732.4,395,1262.6,21008,10.2,316980,4.8,403337,2,6 805 270,eur
2013133,MERCREDI,2013-11-06,2014-01-06,20,40,30,16,6,"20,40,30,16,6",3,6-16-20-30-40+3,0,0,6,36882.4,642,741.8,23641,8.7,283454,5.2,419492,2,3 353 482,eur
2013152,SAMEDI,2013-12-21,2014-02-20,24,18,19,33,10,"24,18,19,33,10",4,10-18-19-24-33+4,0,0,1,325394.4,717,976.7,34416,8.8,470326,4.6,582072,2,8 120 375,eur
2013144,LUNDI,2013-12-02,2014-02-01,33,34,19,40,36,"33,34,19,40,36",5,19-33-34-36-40+5,0,0,2,93666.5,252,1599.8,12719,13.7,189321,6.5,434247,2,3 483 948,eur
2013132,LUNDI,2013-11-04,2014-01-04,13,18,8,24,15,"13,18,8,24,15",6,8-13-15-18-24+6,0,0,5,31157.4,643,521.4,22043,6.5,253991,4,310350,2,8 044 832,eur
2013113,SAMEDI,2013-09-21,2013-11-21,41,30,17,26,16,"41,30,17,26,16",9,16-17-26-30-41+9,1,2000000,1,294655.2,501,1265.7,23921,11.4,357714,5.4,525164,2,6 272 972,eur
2013103,MERCREDI,2013-08-28,2013-10-28,40,23,30,2,33,"40,23,30,2,33",1,2-23-30-33-40+1,0,0,1,210140.8,232,1949.3,14394,13.6,240054,5.8,298351,2,7 119 688,eur
2013106,MERCREDI,2013-09-04,2013-11-04,49,6,25,17,42,"49,6,25,17,42",6,6-17-25-42-49+6,0,0,3,74373.7,456,1053,20491,10.1,294341,5,445452,2,2 283 531,eur
2013107,SAMEDI,2013-09-07,2013-11-07,25,24,44,11,1,"25,24,44,11,1",3,1-11-24-25-44+3,2,3000000,4,77395.3,792,841.2,34123,8.4,458965,4.4,596429,2,1 975 114,eur
2013109,MERCREDI,2013-09-11,2013-11-11,35,13,7,6,23,"35,13,7,6,23",2,6-7-13-23-35+2,0,0,3,71587.6,599,771.6,27499,7.2,356130,4,323489,2,7 374 232,eur
2013123,LUNDI,2013-10-14,2013-12-14,21,35,19,15,33,"21,35,19,15,33",4,15-19-21-33-35+4,0,0,1,192587.6,332,1248.4,15419,11.6,239410,5.3,364891,2,0 693 787,eur
2013116,SAMEDI,2013-09-28,2013-11-28,34,29,45,1,9,"34,29,45,1,9",5,1-9-29-34-45+5,0,0,1,301627.9,561,1157.1,25652,10.9,386750,5.1,645001,2,6 344 084,eur
2013120,LUNDI,2013-10-07,2013-12-07,16,31,6,46,15,"16,31,6,46,15",5,6-15-16-31-46+5,0,0,2,79632,268,1278.9,13154,11.2,192544,5.5,351568,2,0 980 081,eur
2013108,LUNDI,2013-09-09,2013-11-09,22,23,35,3,5,"22,23,35,3,5",7,3-5-22-23-35+7,0,0,1,158695.3,329,1038.1,15671,9.4,230702,4.5,462938,2,6 653 668,eur
2013114,LUNDI,2013-09-23,2013-11-23,2,11,21,1,36,"2,11,21,1,36",1,1-2-11-21-36+1,0,0,1,154029.7,322,1029.4,16237,8.8,218588,4.6,221042,2,9 134 865,eur
2011081,MERCREDI,2011-07-06,2011-09-05,9,33,10,24,3,"9,33,10,24,3",6,3-9-10-24-33+6,1,15000000,0,0,803,1034.7,33135,7.4,417066,4.2,495478,2,4 570 561,eur
2011073,SAMEDI,2011-06-18,2011-08-18,9,12,43,46,33,"9,12,43,46,33",10,9-12-33-43-46+10,0,0,6,71921.2,851,1091.3,37599,10.7,554570,5.1,538886,2,8 375 804,eur
2011082,SAMEDI,2011-07-09,2011-09-08,15,4,31,45,44,"15,4,31,45,44",6,4-15-31-44-45+6,0,0,3,103410.2,488,1368.1,23081,12.5,363508,5.6,558224,2,9 605 884,eur
2011091,SAMEDI,2011-07-30,2011-09-29,8,41,20,46,12,"8,41,20,46,12",1,8-12-20-41-46+1,0,0,2,146012.8,644,975.9,27271,9.9,380101,5.1,392628,2,8 903 881,eur
2011105,MERCREDI,2011-08-31,2011-10-31,7,42,39,9,5,"7,42,39,9,5",3,5-7-9-39-42+3,0,0,2,117995.5,545,931.9,27722,7.9,365239,4.3,468329,2,7 531 345,eur
2011094,SAMEDI,2011-08-06,2011-10-06,17,13,15,4,39,"17,13,15,4,39",4,4-13-15-17-39+4,0,0,0,0,600,1552.3,28936,9.5,410447,4.7,545201,2,7 011 584,eur
2011101,LUNDI,2011-08-22,2011-10-22,40,36,38,44,17,"40,36,38,44,17",1,17-36-38-40-44+1,0,0,0,0,224,2136.4,9483,14.9,148187,6.8,209930,2,8 595 005,eur
2011074,LUNDI,2011-06-20,2011-08-20,27,2,23,8,36,"27,2,23,8,36",9,2-8-23-27-36+9,0,0,1,182451.5,429,915.3,18504,9.1,256496,4.7,302899,2,2 254 085,eur
2011098,LUNDI,2011-08-15,2011-10-15,23,3,8,4,1,"23,3,8,4,1",8,1-3-4-8-23+8,2,1000000,4,32752,619,455.4,21907,5.5,220899,3.9,264719,2,1 248 115,eur
2012135,SAMEDI,2012-11-10,2013-01-10,19,46,17,3,43,"19,46,17,3,43",5,3-17-19-43-46+5,2,3500000,1,388626.7,651,1284.7,32463,11.1,490132,5.2,830989,2,2 772 400,eur
2013007,MERCREDI,2013-01-16,2013-03-18,27,6,16,24,46,"27,6,16,24,46",5,6-16-24-27-46+5,0,0,3,77105.7,553,900.2,24388,8.8,319233,4.8,510485,2,9 043 337,eur
2012157,LUNDI,2012-12-31,2013-03-02,4,47,21,44,36,"4,47,21,44,36",3,4-21-36-44-47+3,0,0,2,209084.6,682,1319.6,31728,12.2,477117,5.8,822653,2,4 172 130,eur
2013023,SAMEDI,2013-02-23,2013-04-25,47,36,42,30,45,"47,36,42,30,45",5,30-36-42-45-47+5,0,0,2,151094.8,411,1582.3,18798,14.9,291402,6.9,653486,2,4 965 342,eur
2012117,SAMEDI,2012-09-29,2012-11-29,21,18,47,10,7,"21,18,47,10,7",1,7-10-18-21-47+1,0,0,10,30066.4,869,744.6,36414,7.7,465603,4.3,413052,2,9 527 601,eur
2012142,LUNDI,2012-11-26,2013-01-26,35,15,48,44,9,"35,15,48,44,9",6,9-15-35-44-48+6,0,0,0,0,251,2051.2,11584,13.1,183595,5.9,318800,2,7 761 054,eur
2012112,LUNDI,2012-09-17,2012-11-17,16,25,14,7,17,"16,25,14,7,17",7,7-14-16-17-25+7,1,12000000,4,46816.4,605,666.1,23431,7.4,290792,4.2,543471,2,5 423 254,eur
2012124,LUNDI,2012-10-15,2012-12-15,7,23,11,39,44,"7,23,11,39,44",8,7-11-23-39-44+8,0,0,4,40659.7,490,714.3,18747,8,240701,4.5,306690,2,7 272 160,eur
2013032,SAMEDI,2013-03-16,2013-05-16,16,5,46,33,38,"16,5,46,33,38",5,5-16-33-38-46+5,0,0,1,299659.5,515,1252.2,20963,13.3,326761,6.1,658907,2,6 629 914,eur
2012154,LUNDI,2012-12-24,2013-02-23,5,12,32,7,47,"5,12,32,7,47",6,5-7-12-32-47+6,0,0,7,31091.2,561,834.9,25955,7.8,332933,4.3,421388,2,7 557 556,eur
2012104,MERCREDI,2012-08-29,2012-10-29,20,29,26,11,8,"20,29,26,11,8",9,8-11-20-26-29+9,1,7000000,7,32307,968,502.8,32462,6.4,364669,4.1,367680,2,6 635 795,eur
2012084,SAMEDI,2012-07-14,2012-09-13,22,44,40,5,41,"22,44,40,5,41",6,5-22-40-41-44+6,0,0,2,143984.2,394,1572.9,20903,12.8,328980,5.8,523705,2,4 839 333,eur
2012092,MERCREDI,2012-08-01,2012-10-01,33,45,17,30,11,"33,45,17,30,11",6,11-17-30-33-45+6,0,0,2,109554.8,430,1096.6,19481,10.4,287556,5,399326,2,9 710 044,eur
2012075,SAMEDI,2012-06-23,2012-08-23,41,12,6,47,27,"41,12,6,47,27",3,6-12-27-41-47+3,1,4000000,3,99556.3,786,817.7,30198,9.2,415147,4.7,572603,2,0 109 461,eur
2012093,SAMEDI,2012-08-04,2012-10-04,29,49,34,26,25,"29,49,34,26,25",6,25-26-29-34-49+6,1,7000000,1,303126.2,411,1587.3,21747,13,350381,5.7,554304,2,0 297 870,eur
2012107,MERCREDI,2012-09-05,2012-11-05,37,8,1,26,10,"37,8,1,26,10",4,1-8-10-26-37+4,0,0,8,36737.8,718,880.9,32268,8.4,421581,4.6,544279,2,6 076 801,eur
2012101,MERCREDI,2012-08-22,2012-10-22,14,13,18,33,22,"14,13,18,33,22",7,13-14-18-22-33+7,0,0,3,69777.2,583,772.7,24255,8,308950,4.5,641375,2,2 717 544,eur
2012065,MERCREDI,2012-05-30,2012-07-30,9,30,13,17,5,"9,30,13,17,5",3,5-9-13-17-30+3,0,0,9,25232,1257,388.8,37946,5.5,404424,3.7,441950,2,8 973 931,eur
2012076,LUNDI,2012-06-25,2012-08-25,27,11,40,10,13,"27,11,40,10,13",7,10-11-13-27-40+7,0,0,1,149625.7,395,815.2,18331,7.6,244345,4,450362,2,7 373 491,eur
2012067,LUNDI,2012-06-04,2012-08-04,38,42,35,43,40,"38,42,35,43,40",4,35-38-40-42-43+4,0,0,2,78301.8,222,1518.1,9356,15.6,138237,7.5,299622,2,4 422 441,eur
2013085,MERCREDI,2013-07-17,2013-09-16,16,8,17,48,31,"16,8,17,48,31",4,8-16-17-31-48+4,2,1500000,5,44103.6,337,1408.2,18276,11.2,281377,5.2,391221,2,3 999 077,eur
2013094,MERCREDI,2013-08-07,2013-10-07,45,33,16,40,3,"45,33,16,40,3",4,3-16-33-40-45+4,0,0,1,213919.3,314,1466.2,15069,13.2,233696,6.1,378469,2,1 455 549,eur
2013073,MERCREDI,2013-06-19,2013-08-19,32,22,17,43,19,"32,22,17,43,19",1,17-19-22-32-43+1,0,0,3,80623.7,501,1039,20724,10.8,304170,5.2,339894,2,7 708 856,eur
2013086,SAMEDI,2013-07-20,2013-09-19,48,28,9,17,30,"48,28,9,17,30",7,9-17-28-30-48+7,0,0,2,145303.1,619,1010.3,28366,9.5,390983,4.9,839790,2,6 332 561,eur
2013092,SAMEDI,2013-08-03,2013-10-03,44,22,33,27,17,"44,22,33,27,17",9,17-22-27-33-44+9,2,1000000,5,57061.6,838,732.7,32275,8.2,387395,4.9,498301,2,2 007 787,eur
2013102,LUNDI,2013-08-26,2013-10-26,49,1,9,14,25,"49,1,9,14,25",10,1-9-14-25-49+10,1,6000000,6,27771.2,676,530.4,22457,6.9,252798,4.3,212187,2,5 319 935,eur
2013096,LUNDI,2013-08-12,2013-10-12,4,11,38,28,21,"4,11,38,28,21",7,4-11-21-28-38+7,1,5000000,0,0,451,1140.7,18181,8.3,239647,4.5,472477,2,2 674 460,eur
2013074,SAMEDI,2013-06-22,2013-08-22,21,26,37,16,35,"21,26,37,16,35",8,16-21-26-35-37+8,0,0,2,166264.6,481,1487.8,23592,13.1,370848,5.9,612864,2,8 587 306,eur
2013077,SAMEDI,2013-06-29,2013-08-29,23,37,8,14,9,"23,37,8,14,9",7,8-9-14-23-37+7,0,0,0,0,754,1439.1,34417,9.3,482820,4.7,962270,2,5 902 634,eur
2013099,LUNDI,2013-08-19,2013-10-19,40,25,2,3,46,"40,25,2,3,46",9,2-3-25-40-46+9,0,0,0,0,208,2354.5,10812,13.4,180623,5.7,270967,2,1 056 215,eur
2012017,MERCREDI,2012-02-08,2012-04-09,27,19,12,37,15,"27,19,12,37,15",3,12-15-19-27-37+3,0,0,1,237508,560,912.7,26934,8.2,361126,4.3,455504,2,3 389 538,eur
2012053,MERCREDI,2012-05-02,2012-07-02,35,26,29,3,38,"35,26,29,3,38",1,3-26-29-35-38+1,0,0,1,236135.4,315,1613.3,16677,13.2,267376,5.8,317050,2,4 600 810,eur
2012008,MERCREDI,2012-01-18,2012-03-19,21,9,33,13,42,"21,9,33,13,42",4,9-13-21-33-42+4,0,0,9,26786,857,605.4,28182,7.9,350622,4.5,437109,2,9 839 737,eur
2012050,MERCREDI,2012-04-25,2012-06-25,44,15,20,30,29,"44,15,20,30,29",7,15-20-29-30-44+7,0,0,0,0,443,1671.4,19101,11.4,284876,5.4,749669,2,9 846 115,eur
2012022,LUNDI,2012-02-20,2012-04-21,34,31,9,3,35,"34,31,9,3,35",5,3-9-31-34-35+5,0,0,1,165592.7,223,1598.1,11994,12.8,199116,5.5,408934,2,8 048 968,eur
2012054,SAMEDI,2012-05-05,2012-07-05,21,10,37,8,11,"21,10,37,8,11",9,8-10-11-21-37+9,0,0,1,341047.4,778,943.4,37805,8.4,517165,4.3,573402,2,1 835 484,eur
2012013,LUNDI,2012-01-30,2012-03-31,22,40,1,35,32,"22,40,1,35,32",8,1-22-32-35-40+8,0,0,0,0,193,2643,10193,14.8,170324,6.3,300460,2,6 825 405,eur
2012003,SAMEDI,2012-01-07,2012-03-08,1,6,12,10,8,"1,6,12,10,8",8,1-6-8-10-12+8,2,5000000,38,10337.5,4985,169.5,82339,4.4,718739,3.6,720167,2,9 595 786,eur
2012037,LUNDI,2012-03-26,2012-05-26,36,14,49,29,13,"36,14,49,29,13",6,13-14-29-36-49+6,0,0,0,0,290,1739.4,13060,11.4,200381,5.3,291987,2,7 091 960,eur
2012052,LUNDI,2012-04-30,2012-06-30,39,22,32,18,4,"39,22,32,18,4",4,4-18-22-32-39+4,0,0,2,92870,298,1341.4,14137,12.2,219940,5.6,343024,2,0 323 887,eur
2013058,MERCREDI,2013-05-15,2013-07-15,32,27,8,13,11,"32,27,8,13,11",4,8-11-13-27-32+4,2,9500000,2,140068.4,897,672.1,36758,7.1,449795,4.1,492065,2,0 451 997,eur
2013040,MERCREDI,2013-04-03,2013-06-03,36,18,37,42,45,"36,18,37,42,45",8,18-36-37-42-45+8,0,0,2,121074.2,487,1070.1,17595,12.8,242894,6.6,460389,2,9 348 008,eur
2013050,SAMEDI,2013-04-27,2013-06-27,17,26,39,19,9,"17,26,39,19,9",10,9-17-19-26-39+10,0,0,5,66552.5,915,782.6,37939,8.1,480628,4.6,475856,2,4 996 741,eur
2013037,MERCREDI,2013-03-27,2013-05-27,21,47,24,49,33,"21,47,24,49,33",3,21-24-33-47-49+3,0,0,0,0,332,2090.1,17498,11.7,258690,5.6,430411,2,5 035 142,eur
2013067,MERCREDI,2013-06-05,2013-08-05,27,41,23,25,4,"27,41,23,25,4",1,4-23-25-27-41+1,0,0,0,0,446,1607,21695,9.7,304553,4.9,321759,2,0 529 443,eur
2013034,MERCREDI,2013-03-20,2013-05-20,37,5,1,49,12,"37,5,1,49,12",7,1-5-12-37-49+7,2,2000000,1,221920.5,624,765.4,26015,7.9,333007,4.4,658072,2,7 330 831,eur
2013061,MERCREDI,2013-05-22,2013-07-22,3,34,2,17,13,"3,34,2,17,13",9,2-3-13-17-34+9,0,0,0,0,413,1688.6,22709,9,328191,4.4,383457,2,3 513 106,eur
2013066,LUNDI,2013-06-03,2013-08-03,14,4,38,34,25,"14,4,38,34,25",9,4-14-25-34-38+9,0,0,0,0,334,1568.6,13755,11.2,192980,5.7,287584,2,6 307 902,eur
2013045,LUNDI,2013-04-15,2013-06-15,45,20,21,26,46,"45,20,21,26,46",3,20-21-26-45-46+3,0,0,0,0,190,2835.7,11516,13.8,195301,5.8,326788,2,1 857 143,eur
2013054,LUNDI,2013-05-06,2013-07-06,48,13,15,24,23,"48,13,15,24,23",7,13-15-23-24-48+7,0,0,0,0,449,1418.3,20837,9,284268,4.7,570678,2,9 136 808,eur
2011153,MERCREDI,2011-12-21,2012-02-20,27,42,33,45,37,"27,42,33,45,37",2,27-33-37-42-45+2,0,0,2,115429.3,425,1169,17626,12.2,248758,6.1,319368,2,2 054 568,eur
2011146,LUNDI,2011-12-05,2012-02-04,43,47,38,36,30,"43,47,38,36,30",5,30-36-38-43-47+5,0,0,1,158661.1,193,1769.2,9324,15.8,147025,7.1,380767,2,0 617 773,eur
2011131,LUNDI,2011-10-31,2011-12-31,24,13,47,37,21,"24,13,47,37,21",7,13-21-24-37-47+7,1,13000000,1,205637.2,493,897.7,19224,9.9,267712,5.1,579910,2,4 086 229,eur
2011142,SAMEDI,2011-11-26,2012-01-26,47,31,16,3,39,"47,31,16,3,39",1,3-16-31-39-47+1,0,0,0,0,465,2138,22399,13.1,347373,6,401605,2,4 216 079,eur
2011127,SAMEDI,2011-10-22,2011-12-22,45,44,32,29,6,"45,44,32,29,6",7,6-29-32-44-45+7,0,0,3,115278.6,441,1687.7,23223,13.8,376080,6.1,1038587,2,2 528 354,eur
2011106,SAMEDI,2011-09-03,2011-11-03,42,41,7,13,47,"42,41,7,13,47",5,7-13-41-42-47+5,0,0,2,200742.7,891,969.7,37594,9.9,532365,5,946410,2,8 559 731,eur
2012001,LUNDI,2012-01-02,2012-03-03,3,36,30,16,24,"3,36,30,16,24",9,3-16-24-30-36+9,0,0,2,96145.6,394,1050.3,16863,10.6,239930,5.3,315657,2,7 646 272,eur
2011140,LUNDI,2011-11-21,2012-01-21,46,33,31,49,18,"46,33,31,49,18",1,18-31-33-46-49+1,0,0,0,0,236,2193.2,11317,13.5,178291,6.1,223846,2,7 832 743,eur
2011121,SAMEDI,2011-10-08,2011-12-08,31,44,21,30,22,"31,44,21,30,22",7,21-22-30-31-44+7,0,0,2,156246.9,473,1421.8,24667,11.8,381056,5.4,956060,2,3 182 116,eur
2011116,LUNDI,2011-09-26,2011-11-26,11,44,33,4,49,"11,44,33,4,49",9,4-11-33-44-49+9,0,0,1,158513.3,387,881.5,15577,9.4,211336,4.9,273449,2,4 692 602,eur
2011061,SAMEDI,2011-05-21,2011-07-21,27,15,35,5,14,"27,15,35,5,14",10,5-14-15-27-35+10,0,0,2,181196.9,775,1006.3,36529,9.2,491173,4.9,458114,2,8 253 839,eur
2011070,SAMEDI,2011-06-11,2011-08-11,39,32,44,37,5,"39,32,44,37,5",5,5-32-37-39-44+5,0,0,1,322214.4,427,1624,21248,14.1,322292,6.6,736358,2,4 505 647,eur
2011062,LUNDI,2011-05-23,2011-07-23,15,29,38,19,33,"15,29,38,19,33",3,15-19-29-33-38+3,0,0,2,94467.3,312,1303.2,15616,11.2,233140,5.4,371803,2,5 995 791,eur
2013004,MERCREDI,2013-01-09,2013-03-11,30,33,22,29,26,"30,33,22,29,26",9,22-26-29-30-33+9,1,11000000,3,92882.4,503,1192.2,22907,11.3,348228,5.3,485662,2,6 533 104,eur
2013005,SAMEDI,2013-01-12,2013-03-14,13,48,40,6,37,"13,48,40,6,37",7,6-13-37-40-48+7,1,2000000,3,109276,535,1318.7,24488,12.4,385650,5.6,955791,2,4 541 132,eur
2012150,SAMEDI,2012-12-15,2013-02-14,26,24,11,33,41,"26,24,11,33,41",9,11-24-26-33-41+9,1,2000000,1,310172.7,582,1146.9,29711,9.7,403171,5.1,555618,2,3 360 743,eur
2013001,MERCREDI,2013-01-02,2013-03-04,33,21,37,22,31,"33,21,37,22,31",4,21-22-31-33-37+4,0,0,2,121709.6,401,1306.4,17621,12.8,281602,5.7,427610,2,3 239 100,eur
2012134,MERCREDI,2012-11-07,2013-01-07,34,16,21,2,40,"34,16,21,2,40",7,2-16-21-34-40+7,0,0,0,0,315,2225.6,15229,13.6,242516,6.1,659259,2,8 061 212,eur
2012133,LUNDI,2012-11-05,2013-01-05,27,14,37,9,33,"27,14,37,9,33",7,9-14-27-33-37+7,2,5500000,1,186401.8,415,966.6,17511,9.9,247812,5,519393,2,6 644 811,eur
2013008,SAMEDI,2013-01-19,2013-03-21,22,23,45,42,9,"22,23,45,42,9",8,9-22-23-42-45+8,0,0,0,0,531,1866.9,28410,10.3,426089,4.9,586158,2,1 749 853,eur
2012148,LUNDI,2012-12-10,2013-02-09,36,16,4,20,47,"36,16,4,20,47",8,4-16-20-36-47+8,0,0,0,0,326,1798.9,13947,12.4,213066,5.8,336320,2,4 496 170,eur
2013003,LUNDI,2013-01-07,2013-03-09,45,31,15,32,48,"45,31,15,32,48",5,15-31-32-45-48+5,0,0,0,0,252,2629.1,13063,15,215751,6.4,460720,2,4 819 601,eur
2011150,MERCREDI,2011-12-14,2012-02-13,42,14,21,33,48,"42,14,21,33,48",1,14-21-33-42-48+1,2,3000000,4,62941.4,492,1101.3,19468,12,279646,5.9,334589,2,0 986 962,eur
2012032,MERCREDI,2012-03-14,2012-05-14,13,7,31,36,43,"13,7,31,36,43",9,7-13-31-36-43+9,0,0,3,90551.4,741,788.9,27632,9.1,370545,4.8,466841,2,1 772 476,eur
2012026,MERCREDI,2012-02-29,2012-04-30,14,27,11,17,35,"14,27,11,17,35",4,11-14-17-27-35+4,0,0,3,81532.9,650,809.8,26461,8.6,356403,4.5,451382,2,8 665 644,eur
2012012,SAMEDI,2012-01-28,2012-03-29,23,12,47,15,18,"23,12,47,15,18",6,12-15-18-23-47+6,0,0,5,65271.2,846,830.2,35422,8.5,460412,4.7,590446,2,8 026 279,eur
2012021,SAMEDI,2012-02-18,2012-04-19,49,48,5,17,47,"49,48,5,17,47",6,5-17-47-48-49+6,0,0,4,79641.1,534,1283.9,26266,11.3,386378,5.4,577088,2,4 149 448,eur
2012042,SAMEDI,2012-04-07,2012-06-07,46,19,45,42,47,"46,19,45,42,47",8,19-42-45-46-47+8,0,0,3,105625.8,373,1828.3,21050,14,323922,6.5,602009,2,7 600 509,eur
2012018,SAMEDI,2012-02-11,2012-04-12,11,12,46,32,36,"11,12,46,32,36",6,11-12-32-36-46+6,0,0,1,341930.3,457,1610.2,25166,12.6,417082,5.4,618032,2,2 718 186,eur
2012040,LUNDI,2012-04-02,2012-06-02,33,23,3,19,39,"33,23,3,19,39",2,3-19-23-33-39+2,0,0,1,160249,361,955.3,15173,9.8,211600,5,259950,2,4 392 817,eur
2011155,LUNDI,2011-12-26,2012-02-25,36,43,42,23,28,"36,43,42,23,28",4,23-28-36-42-43+4,0,0,0,0,290,1753,11964,12.5,176118,6.1,310937,2,0 743 515,eur
2012030,SAMEDI,2012-03-10,2012-05-10,2,40,4,44,37,"2,40,4,44,37",5,2-4-37-40-44+5,0,0,0,0,450,2508.8,24159,13.8,397140,6,870761,2,7 799 665,eur
2013088,MERCREDI,2013-07-24,2013-09-23,27,37,19,36,44,"27,37,19,36,44",3,19-27-36-37-44+3,1,4000000,1,216590.1,315,1479.8,15556,12.9,247774,5.8,418603,2,8 888 495,eur
2013083,SAMEDI,2013-07-13,2013-09-12,31,21,37,10,28,"31,21,37,10,28",8,10-21-28-31-37+8,1,22000000,8,55027.9,885,1070.5,39788,10.3,564212,5.1,815283,2,9 943 027,eur
2013082,MERCREDI,2013-07-10,2013-09-09,31,37,24,39,14,"31,37,24,39,14",7,14-24-31-37-39+7,0,0,2,138820.5,408,1464.5,19988,12.9,306952,6,783859,2,2 555 686,eur
2013084,LUNDI,2013-07-15,2013-09-14,34,7,43,33,44,"34,7,43,33,44",9,7-33-34-43-44+9,0,0,2,80748.8,218,1594.3,11194,13.4,177836,6,284431,2,8 695 219,eur
2013059,SAMEDI,2013-05-18,2013-07-18,4,5,20,7,17,"4,5,20,7,17",3,4-5-7-17-20+3,1,2000000,10,30217.5,1410,461.2,47657,5.9,531316,3.7,572231,2,2 866 377,eur
